MonthYear,Description,TotalQuantitySold,AverageUnitPrice,TotalSales
2010-12,"SWISS ROLL TOWEL, PINK  SPOTS",397,2.83,571.75
2010-12,T-LIGHT GLASS FLUTED ANTIQUE,744,1.7,1099.38
2010-12,T-LIGHT HOLDER HANGING LACE,67,1.75,90.05
2010-12,T-LIGHT HOLDER SWEETHEART HANGING,35,2.52,75.03
2010-12,T-LIGHT HOLDER WHITE LACE,15,1.38,23.2
2010-12,TABLE LAMP WHITE SHADE WOOD BASE,42,5.62,203.1
2010-12,TABLECLOTH RED APPLES DESIGN ,10,8.5,85.0
2010-12,TALL ROCOCO CANDLE HOLDER,6,14.15,67.96
2010-12,TEA BAG PLATE RED RETROSPOT,593,1.23,557.51
2010-12,TEA COSY BLUE STRIPE,28,4.8,124.11
2010-12,TEA COSY RED  STRIPE,27,4.93,121.56
2010-12,TEA FOR ONE POLKADOT,100,6.4,526.94
2010-12,TEA PARTY  WRAPPING PAPER ,25,0.42,10.5
2010-12,TEA PARTY BIRTHDAY CARD,103,0.67,51.43
2010-12,TEA TIME BREAKFAST BASKET,1,2.1,2.1
2010-12,TEA TIME DES TEA COSY,57,3.85,202.43
2010-12,TEA TIME KITCHEN APRON,100,7.12,563.85
2010-12,TEA TIME OVEN GLOVE,333,1.83,518.28
2010-12,TEA TIME PARTY BUNTING,65,6.64,363.37
2010-12,TEA TIME TABLE CLOTH,15,13.3,180.91
2010-12,TEA TIME TEA SET IN GIFT BOX,9,8.82,77.51
2010-12,TEA TIME TEAPOT IN GIFT BOX,9,13.71,112.11
2010-12,TEAL/FUSCHIA COL BEAD NECKLACE,3,5.0,14.99
2010-12,TEATIME FUNKY FLOWER BACKPACK FOR 2,7,11.02,77.14
2010-12,TEATIME PEN CASE & PENS,10,0.85,8.5
2010-12,TEATIME PUSH DOWN RUBBER,2,0.84,1.68
2010-12,TEATIME ROUND PENCIL SHARPENER ,27,0.71,12.63
2010-12,THREE CANVAS LUGGAGE TAGS,1,1.95,1.95
2010-12,TIGRIS EYE CHUNKY CHARM BRACELET,2,8.95,17.9
2010-12,TOADSTOOL MONEY BOX,108,3.84,366.94
2010-12,TOAST ITS - BEST MUM,87,1.58,107.85
2010-12,TOAST ITS - DINOSAUR,12,1.25,15.0
2010-12,TOAST ITS - FAIRY FLOWER,71,2.02,121.51
2010-12,TOAST ITS - HAPPY BIRTHDAY,64,1.48,83.78
2010-12,TOAST ITS - I LOVE YOU ,188,1.46,235.24
2010-12,TOILET METAL SIGN,125,0.86,75.32
2010-12,TOMATO CHARLIE+LOLA COASTER SET,79,2.84,113.61
2010-12,TOOL BOX SOFT TOY ,34,11.46,352.48
2010-12,TOOTHPASTE TUBE PEN,99,1.11,89.55
2010-12,TOTE BAG I LOVE LONDON,82,2.76,186.97
2010-12,TOXIC AREA  DOOR HANGER ,8,2.4,21.15
2010-12,TOY TIDY DOLLY GIRL DESIGN,56,3.42,149.25
2010-12,TOY TIDY PINK POLKADOT,233,2.78,468.68
2010-12,TOY TIDY SPACEBOY  ,55,2.88,132.38
2010-12,TOYBOX  WRAP ,25,0.42,10.5
2010-12,TRADITIONAL CHRISTMAS RIBBONS,402,1.65,827.76
2010-12,TRADITIONAL KNITTING NANCY,279,1.89,396.76
2010-12,TRADITIONAL MODELLING CLAY,630,1.51,738.99
2010-12,TRADITIONAL WOODEN CATCH CUP GAME ,241,1.73,370.55
2010-12,TRADITIONAL WOODEN SKIPPING ROPE,177,1.75,272.91
2010-12,TRAVEL SEWING KIT,500,2.06,980.34
2010-12,"TRAY, BREAKFAST IN BED",18,17.85,293.2
2010-12,TRIANGULAR POUFFE VINTAGE ,3,22.37,59.69
2010-12,TRIPLE PHOTO FRAME CORNICE ,22,10.9,229.33
2010-12,TROPICAL  HONEYCOMB PAPER GARLAND ,40,2.91,104.51
2010-12,TROPICAL HOLIDAY PURSE ,6,2.95,17.7
2010-12,TROPICAL LUGGAGE TAG,3,1.25,3.75
2010-12,TROPICAL PASSPORT COVER ,52,2.21,45.19
2010-12,TUB 24 PINK FLOWER PEGS,19,1.65,31.35
2010-12,"TUMBLER, BAROQUE",19,5.34,42.42
2010-12,"TUMBLER, NEW ENGLAND",3,7.18,16.02
2010-12,TURQ ICE CREAM BUM BAG ,4,4.22,17.73
2010-12,TURQ PENDANT TRIPLE SHELL NECKLACE,1,5.51,5.51
2010-12,TURQ STONE/CRYSTAL EARRINGS,5,2.96,14.8
2010-12,TURQ+RED BOUDICCA LARGE BRACELET,6,7.02,41.97
2010-12,TURQUOISE CHRISTMAS TREE ,3,1.25,3.75
2010-12,TURQUOISE GLASS TASSLE BAG CHARM ,26,1.88,47.03
2010-12,TV DINNER TRAY AIR HOSTESS ,105,6.7,351.68
2010-12,TV DINNER TRAY DOLLY GIRL,61,6.6,333.24
2010-12,TV DINNER TRAY VINTAGE PAISLEY,121,5.04,396.26
2010-12,TWO DOOR CURIO CABINET,39,12.35,454.05
2010-12,UNION FLAG WINDSOCK,14,1.25,17.5
2010-12,UNION JACK FLAG LUGGAGE TAG,80,2.07,181.85
2010-12,UNION JACK FLAG PASSPORT COVER ,204,2.9,561.71
2010-12,UNION STRIPE CUSHION COVER ,12,1.25,15.0
2010-12,UNION STRIPE WITH FRINGE  HAMMOCK,10,13.11,124.65
2010-12,URBAN BLACK RIBBONS ,26,1.55,29.02
2010-12,UTILTY CABINET WITH HOOKS,129,24.13,2590.29
2010-12,VANILLA INCENSE 40 CONES IN TIN,8,1.25,10.0
2010-12,VANILLA INCENSE IN TIN,212,1.12,143.5
2010-12,VANILLA SCENT CANDLE JEWELLED BOX,102,5.08,455.12
2010-12,VICTORIAN  METAL POSTCARD SPRING,122,1.69,206.18
2010-12,VICTORIAN GLASS HANGING T-LIGHT,1355,1.71,1801.63
2010-12,VICTORIAN SEWING BOX LARGE,274,17.93,4097.3
2010-12,VICTORIAN SEWING BOX MEDIUM,80,12.86,1012.28
2010-12,VICTORIAN SEWING BOX SMALL ,208,7.25,1222.84
2010-12,VICTORIAN SEWING KIT,363,1.6,461.3
2010-12,VINTAGE BEAD NOTEBOOK,15,5.32,70.89
2010-12,VINTAGE BEAD PINK EVENING BAG,85,3.16,135.55
2010-12,VINTAGE BEAD PINK PURSE ,96,3.64,180.95
2010-12,VINTAGE BEAD PINK SCARF ,61,6.93,157.6
2010-12,VINTAGE BILLBOARD DRINK ME MUG,246,1.68,318.24
2010-12,VINTAGE BILLBOARD LOVE/HATE MUG,346,1.51,384.56
2010-12,VINTAGE BILLBOARD MUG ,19,2.33,32.57
2010-12,VINTAGE BILLBOARD TEA MUG,116,2.03,168.94
2010-12,VINTAGE BLUE KITCHEN CABINET,8,125.0,1000.0
2010-12,VINTAGE BLUE TINSEL REEL,2,0.42,0.84
2010-12,VINTAGE CARAVAN GIFT WRAP,100,0.42,42.0
2010-12,VINTAGE CARAVAN GREETING CARD ,77,0.64,34.49
2010-12,VINTAGE CREAM 3 BASKET CAKE STAND,22,11.83,241.46
2010-12,VINTAGE CREAM CAT FOOD CONTAINER,55,8.69,457.54
2010-12,VINTAGE CREAM DOG FOOD CONTAINER,51,11.04,518.3
2010-12,VINTAGE ENAMEL & CRYSTAL EARRINGS,5,5.09,25.45
2010-12,VINTAGE GLASS COFFEE CADDY,55,10.11,338.77
2010-12,VINTAGE HEADS AND TAILS CARD GAME ,1168,1.6,1389.8
2010-12,VINTAGE KEEPSAKE BOX PARIS DAYS,15,12.19,178.06
2010-12,VINTAGE KEEPSAKE BOX TRAVELOGUE,4,10.6,38.14
2010-12,VINTAGE KID DOLLY CARD ,118,0.65,52.42
2010-12,VINTAGE KITCHEN PRINT FRUITS,17,4.81,70.96
2010-12,VINTAGE KITCHEN PRINT SEAFOOD,29,4.5,91.52
2010-12,VINTAGE NOTEBOOK BEAUTY GIRL,1,2.95,2.95
2010-12,VINTAGE NOTEBOOK PARIS DAYS,10,5.32,41.34
2010-12,VINTAGE PAISLEY STATIONERY SET,171,2.91,447.33
2010-12,VINTAGE PHOTO ALBUM PARIS DAYS,8,6.35,50.8
2010-12,VINTAGE PINK DECORATIVE PARASOL,38,9.16,176.16
2010-12,VINTAGE POST OFFICE CABINET,11,66.36,607.65
2010-12,VINTAGE RED KITCHEN CABINET,12,173.57,1840.0
2010-12,VINTAGE RED MUG,22,2.09,32.54
2010-12,VINTAGE RED TEATIME MUG,45,2.32,78.93
2010-12,VINTAGE ROSE BEAD BRACELET BLACK,1,4.25,4.25
2010-12,VINTAGE ROSE BEAD BRACELET RASPBERR,11,4.24,46.69
2010-12,VINTAGE SEASIDE JIGSAW PUZZLES,40,5.42,179.4
2010-12,VINTAGE SHELLS PRINT,3,12.72,38.16
2010-12,VINTAGE SNAKES & LADDERS,124,5.33,579.75
2010-12,VINTAGE SNAP CARDS,945,1.12,828.09
2010-12,VINTAGE UNION JACK APRON,32,10.03,282.24
2010-12,VINTAGE UNION JACK BUNTING,67,9.46,590.68
2010-12,VINTAGE UNION JACK CUSHION COVER,51,7.1,278.31
2010-12,VINTAGE UNION JACK DOORSTOP,24,7.77,166.48
2010-12,VINTAGE UNION JACK MEMOBOARD,1062,10.7,6999.63
2010-12,VINTAGE UNION JACK PENNANT,16,3.76,40.24
2010-12,VINTAGE UNION JACK SHOPPING BAG,14,7.56,79.74
2010-12,VINYL RECORD FRAME SILVER,138,4.6,485.91
2010-12,VIP HOLIDAY PURSE,1,2.95,2.95
2010-12,VIPPASSPORT COVER ,57,3.36,67.56
2010-12,WAKE UP COCKEREL CALENDAR SIGN ,11,4.52,45.12
2010-12,WAKE UP COCKEREL TILE COASTER,9,1.67,12.51
2010-12,WAKE UP COCKEREL TILE HOOK,2,3.16,6.31
2010-12,WALL MIRROR RECTANGLE DIAMANTE PINK,31,13.51,400.55
2010-12,WALL TIDY RETROSPOT ,673,2.71,717.1
2010-12,WASH BAG VINTAGE ROSE PAISLEY,64,4.71,223.68
2010-12,WASHROOM METAL SIGN,155,1.55,226.87
2010-12,WATERING CAN BLUE ELEPHANT,53,3.31,125.95
2010-12,WATERING CAN GARDEN MARKER,26,2.01,43.84
2010-12,WATERING CAN GREEN DINOSAUR,29,2.95,65.59
2010-12,WATERING CAN PINK BUNNY,34,2.82,79.86
2010-12,WATERING CAN SINGLE HOOK PISTACHIO,1,3.36,3.36
2010-12,WATERMELON BATH SPONGE,23,2.51,57.73
2010-12,WAY OUT METAL SIGN ,3,1.65,4.95
2010-12,WEEKEND BAG VINTAGE ROSE PAISLEY,69,7.65,527.85
2010-12,WELCOME  WOODEN BLOCK LETTERS,23,12.56,249.71
2010-12,WHEELBARROW FOR CHILDREN ,4,22.3,89.22
2010-12,WHITE  ROSEBUD PEARL BRACELET,1,7.64,7.64
2010-12,WHITE AND BLUE CERAMIC OIL BURNER,16,1.88,23.78
2010-12,WHITE ANEMONE ARTIFICIAL FLOWER,2,1.69,3.38
2010-12,WHITE BAMBOO RIBS LAMPSHADE,12,1.2,13.83
2010-12,WHITE BAROQUE WALL CLOCK ,2,10.61,21.22
2010-12,WHITE BELL HONEYCOMB PAPER ,187,2.65,429.96
2010-12,WHITE BELL HONEYCOMB PAPER GARLAND ,138,2.27,252.3
2010-12,WHITE BIRD GARDEN DESIGN MUG,1,16.13,16.13
2010-12,WHITE BROCANTE SOAP DISH,23,4.22,76.73
2010-12,WHITE CHRISTMAS FLOCK DROPLET ,25,1.88,32.51
2010-12,WHITE CHRISTMAS GARLAND STARS TREES,16,5.2,75.48
2010-12,WHITE CHRISTMAS STAR DECORATION,244,0.47,105.06
2010-12,WHITE CHRYSANTHEMUMS ART FLOWER,12,2.1,25.2
2010-12,WHITE DOVE HONEYCOMB PAPER GARLAND,2,3.36,6.72
2010-12,WHITE FRANGIPANI NECKLACE,2,2.54,5.08
2010-12,WHITE GLASS CHUNKY CHARM BRACELET,2,9.14,18.29
2010-12,WHITE GOOSE FEATHER CHRISTMAS TREE ,47,7.1,302.1
2010-12,WHITE GOOSE FEATHER TREE 60CM ,4,5.91,23.64
2010-12,WHITE HAND TOWEL WITH BUTTERFLY,60,3.67,113.3
2010-12,WHITE HANGING BEADS CANDLE HOLDER,6,5.45,32.7
2010-12,WHITE HANGING HEART T-LIGHT HOLDER,3870,3.21,11234.22
2010-12,WHITE HEART CONFETTI IN TUBE,96,0.42,40.32
2010-12,WHITE HONEYCOMB PAPER GARLAND ,44,2.87,130.74
2010-12,WHITE JEWELLED HEART DECORATION,151,1.14,137.26
2010-12,WHITE LOVEBIRD LANTERN,48,4.51,186.0
2010-12,WHITE METAL LANTERN,221,4.8,824.19
2010-12,WHITE MURANO TWIST BRACELET,1,4.25,4.25
2010-12,WHITE ROSEBUD  PEARL EARRINGS,2,2.54,5.09
2010-12,WHITE SAGE INCENSE,79,0.39,22.97
2010-12,WHITE SILVER NECKLACE SHELL GLASS,1,10.19,10.19
2010-12,WHITE SKULL HOT WATER BOTTLE ,1406,4.56,8224.98
2010-12,WHITE SOAP RACK WITH 2 BOTTLES,5,7.92,35.67
2010-12,WHITE SPOT BLUE CERAMIC DRAWER KNOB,444,1.79,521.16
2010-12,WHITE SPOT RED CERAMIC DRAWER KNOB,369,1.69,409.68
2010-12,WHITE STITCHED CUSHION COVER,11,6.95,76.45
2010-12,WHITE STITCHED WALL CLOCK,121,1.67,153.36
2010-12,WHITE TALL PORCELAIN T-LIGHT HOLDER,69,3.09,191.01
2010-12,"WHITE TEA,COFFEE,SUGAR JARS",24,1.25,30.0
2010-12,WHITE TISSUE REAM,13,7.95,103.35
2010-12,WHITE TRAVEL ALARM CLOCK,42,2.51,105.42
2010-12,WHITE WIRE EGG HOLDER,113,7.2,612.03
2010-12,WHITE WOOD GARDEN PLANT LADDER,21,14.54,259.93
2010-12,WHITE/PINK MINI CRYSTALS NECKLACE,1,5.51,5.51
2010-12,WICKER STAR ,363,2.78,958.97
2010-12,WICKER WREATH LARGE,86,2.45,185.78
2010-12,WICKER WREATH SMALL,55,2.3,106.49
2010-12,WISE MAN STAR SHAPE EGG PAN,2,1.65,3.3
2010-12,WOOD 2 DRAWER CABINET WHITE FINISH,338,5.9,1827.41
2010-12,WOOD AND GLASS MEDICINE CABINET,2,29.95,59.9
2010-12,WOOD BLACK BOARD ANT WHITE FINISH,1347,7.37,6848.07
2010-12,WOOD S/3 CABINET ANT WHITE FINISH,230,8.16,1747.4
2010-12,WOOD STAMP SET BEST WISHES,35,1.99,61.2
2010-12,WOOD STAMP SET FLOWERS,15,2.14,29.94
2010-12,WOOD STAMP SET HAPPY BIRTHDAY,23,2.6,46.53
2010-12,WOOD STAMP SET THANK YOU,38,2.86,90.08
2010-12,WOOD STOCKING CHRISTMAS SCANDISPOT,96,1.27,108.33
2010-12,WOODEN ADVENT CALENDAR CREAM,16,28.88,458.75
2010-12,WOODEN ADVENT CALENDAR RED,16,30.07,441.7
2010-12,WOODEN BOX ADVENT CALENDAR ,1,8.95,8.95
2010-12,WOODEN BOX OF DOMINOES,616,1.82,802.95
2010-12,WOODEN CROQUET GARDEN SET,27,19.02,449.29
2010-12,WOODEN FRAME ANTIQUE WHITE ,763,3.68,2954.22
2010-12,WOODEN HAPPY BIRTHDAY GARLAND,74,3.16,221.26
2010-12,WOODEN HEART CHRISTMAS SCANDINAVIAN,179,1.07,168.35
2010-12,WOODEN OWLS LIGHT GARLAND ,509,4.12,1794.29
2010-12,WOODEN PICTURE FRAME WHITE FINISH,529,2.79,1305.03
2010-12,WOODEN REGATTA BUNTING,8,8.85,74.68
2010-12,WOODEN ROUNDERS GARDEN SET ,38,11.11,387.59
2010-12,WOODEN SCHOOL COLOURING SET,278,1.77,447.72
2010-12,WOODEN SKITTLES GARDEN SET,7,18.96,129.7
2010-12,WOODEN STAR CHRISTMAS SCANDINAVIAN,161,1.2,161.15
2010-12,WOODEN TREE CHRISTMAS SCANDINAVIAN,154,1.23,151.15
2010-12,WOODEN UNION JACK BUNTING,35,7.18,221.79
2010-12,WOODLAND  HEIGHT CHART STICKERS ,25,5.32,109.27
2010-12,WOODLAND  STICKERS,107,1.14,94.19
2010-12,WOODLAND CHARLOTTE BAG,1044,1.38,1619.75
2010-12,WOODLAND DESIGN  COTTON TOTE BAG,52,3.05,128.24
2010-12,WOODLAND PARTY BAG + STICKER SET,93,2.14,163.71
2010-12,WOODLAND STORAGE BOX LARGE ,6,2.95,17.7
2010-12,WOODLAND STORAGE BOX SMALL,7,2.1,14.7
2010-12,WORLD WAR 2 GLIDERS ASSTD DESIGNS,5195,0.32,1174.13
2010-12,WOVEN BERRIES CUSHION COVER ,9,4.21,37.89
2010-12,WOVEN BUBBLE GUM CUSHION COVER,3,4.21,12.63
2010-12,WOVEN CANDY CUSHION COVER ,2,4.21,8.42
2010-12,WOVEN FROST CUSHION COVER,6,4.21,25.26
2010-12,WOVEN ROSE GARDEN CUSHION COVER ,1,4.21,4.21
2010-12,WOVEN SUNSET CUSHION COVER ,1,4.21,4.21
2010-12,WRAP  PINK FLOCK,25,0.42,10.5
2010-12,WRAP BLUE RUSSIAN FOLKART,25,0.42,10.5
2010-12,WRAP CHRISTMAS SCREEN PRINT,350,0.42,147.0
2010-12,WRAP CHRISTMAS VILLAGE,25,0.42,10.5
2010-12,WRAP CIRCUS PARADE,50,0.42,21.0
2010-12,WRAP COWBOYS  ,125,0.42,52.5
2010-12,WRAP DOLLY GIRL,100,0.42,42.0
2010-12,WRAP ENGLISH ROSE ,50,0.42,21.0
2010-12,WRAP FOLK ART,25,0.42,10.5
2010-12,WRAP GREEN PEARS ,125,0.42,52.5
2010-12,WRAP GREEN RUSSIAN FOLKART ,50,0.42,21.0
2010-12,WRAP I LOVE LONDON ,150,0.42,63.0
2010-12,WRAP MONSTER FUN ,25,0.42,10.5
2010-12,WRAP PINK FAIRY CAKES ,225,0.42,94.5
2010-12,WRAP RED APPLES ,200,0.42,84.0
2010-12,WRAP SUKI AND FRIENDS,100,0.42,42.0
2010-12,"WRAP, BILLBOARD FONTS DESIGN",51,0.42,21.42
2010-12,YELLOW BREAKFAST CUP AND SAUCER,6,4.73,29.54
2010-12,YELLOW COAT RACK PARIS FASHION,32,5.96,170.54
2010-12,YELLOW DRAGONFLY HELICOPTER,1,7.95,7.95
2010-12,YELLOW FELT HANGING HEART W FLOWER,6,1.66,9.96
2010-12,YELLOW FLOWERS FELT HANDBAG KIT,11,2.1,23.1
2010-12,YELLOW GIANT GARDEN THERMOMETER,6,8.91,47.54
2010-12,YELLOW METAL CHICKEN HEART ,203,2.86,273.22
2010-12,YELLOW SHARK HELICOPTER,27,8.18,221.93
2010-12,YELLOW/PINK CERAMIC CANDLE HOLDER,1,3.36,3.36
2010-12,YELLOW/PINK FLOWER DESIGN BIG MUG,1,1.95,1.95
2010-12,YOU'RE CONFUSING ME METAL SIGN ,172,2.49,331.0
2010-12,YULETIDE IMAGES GIFT WRAP SET,47,1.85,92.54
2010-12,YULETIDE IMAGES S/6 PAPER BOXES,11,2.55,28.05
2010-12,ZINC FINISH 15CM PLANTER POTS,126,1.58,143.04
2010-12,ZINC FOLKART SLEIGH BELLS,63,4.21,265.23
2010-12,ZINC HEART LATTICE CHARGER LARGE,6,6.33,30.24
2010-12,ZINC HEART LATTICE CHARGER SMALL,4,2.95,11.8
2010-12,ZINC HEART LATTICE T-LIGHT HOLDER,42,2.15,75.18
2010-12,ZINC METAL HEART DECORATION,530,1.5,683.92
2010-12,ZINC TOP  2 DOOR WOODEN SHELF ,2,25.48,50.95
2010-12,ZINC WILLIE WINKIE  CANDLE STICK,226,1.3,224.5
2011-01, 4 PURPLE FLOCK DINNER CANDLES,2,2.55,5.1
2011-01, OVAL WALL MIRROR DIAMANTE ,23,8.98,210.95
2011-01, SET 2 TEA TOWELS I LOVE LONDON ,429,3.7,1175.61
2011-01,10 COLOUR SPACEBOY PEN,284,1.07,247.7
2011-01,12 COLOURED PARTY BALLOONS,80,0.65,52.0
2011-01,12 DAISY PEGS IN WOOD BOX,74,1.97,130.58
2011-01,12 EGG HOUSE PAINTED WOOD,14,16.82,215.13
2011-01,12 IVORY ROSE PEG PLACE SETTINGS,71,1.79,109.92
2011-01,12 MESSAGE CARDS WITH ENVELOPES,88,2.44,163.66
2011-01,12 PENCIL SMALL TUBE WOODLAND,183,0.86,131.64
2011-01,12 PENCILS SMALL TUBE RED RETROSPOT,355,0.81,248.75
2011-01,12 PENCILS SMALL TUBE SKULL,319,0.75,215.15
2011-01,12 PENCILS TALL TUBE POSY,12,0.85,10.2
2011-01,12 PENCILS TALL TUBE RED RETROSPOT,64,0.85,54.4
2011-01,12 PENCILS TALL TUBE SKULLS,39,0.85,33.15
2011-01,12 PENCILS TALL TUBE WOODLAND,48,1.08,44.04
2011-01,12 PINK HEN+CHICKS IN BASKET,1,2.55,2.55
2011-01,12 PINK ROSE PEG PLACE SETTINGS,58,1.25,72.5
2011-01,12 RED ROSE PEG PLACE SETTINGS,54,1.58,76.27
2011-01,15 PINK FLUFFY CHICKS IN BOX,2,2.95,5.9
2011-01,15CM CHRISTMAS GLASS BALL 20 LIGHTS,8,10.22,107.38
2011-01,2 PICTURE BOOK EGGS EASTER BUNNY,34,1.77,46.13
2011-01,2 PICTURE BOOK EGGS EASTER CHICKS,14,1.25,17.5
2011-01,2 PICTURE BOOK EGGS EASTER DUCKS,10,1.25,12.5
2011-01,20 DOLLY PEGS RETROSPOT,87,1.32,111.17
2011-01,200 BENDY SKULL STRAWS,15,1.65,19.96
2011-01,200 RED + WHITE BENDY STRAWS,77,1.6,103.66
2011-01,3 GARDENIA MORRIS BOXED CANDLES,21,4.25,89.25
2011-01,3 HEARTS HANGING DECORATION RUSTIC,11,5.11,41.09
2011-01,3 HOOK HANGER MAGIC GARDEN,265,2.76,469.03
2011-01,3 HOOK PHOTO SHELF ANTIQUE WHITE,81,10.87,783.32
2011-01,3 PIECE SPACEBOY COOKIE CUTTER SET,325,2.42,651.95
2011-01,3 PINK HEN+CHICKS IN BASKET,5,1.25,6.25
2011-01,3 ROSE MORRIS BOXED CANDLES,102,3.22,248.46
2011-01,3 STRIPEY MICE FELTCRAFT,49,2.69,105.93
2011-01,3 TIER CAKE TIN GREEN AND CREAM,24,18.9,398.7
2011-01,3 TIER CAKE TIN RED AND CREAM,126,16.55,1681.14
2011-01,3 TIER SWEETHEART GARDEN SHELF,3,35.95,107.85
2011-01,3 TRADITIONAL COOKIE CUTTERS  SET,144,1.85,266.4
2011-01,3 TRADITIONAl BISCUIT CUTTERS  SET,95,2.22,201.53
2011-01,3 WHITE CHOC MORRIS BOXED CANDLES,113,3.04,255.17
2011-01,3 WICK CHRISTMAS BRIAR CANDLE ,2,3.75,7.5
2011-01,36 DOILIES DOLLY GIRL,102,1.9,155.43
2011-01,36 FOIL HEART CAKE CASES,332,2.16,651.31
2011-01,36 FOIL STAR CAKE CASES ,164,1.99,308.4
2011-01,36 PENCILS TUBE POSY,4,1.25,5.0
2011-01,36 PENCILS TUBE RED RETROSPOT,57,1.86,83.55
2011-01,36 PENCILS TUBE SKULLS,72,1.73,97.46
2011-01,36 PENCILS TUBE WOODLAND,60,1.25,75.0
2011-01,3D CHRISTMAS STAMPS STICKERS ,3,2.06,5.78
2011-01,3D DOG PICTURE PLAYING CARDS,19,2.95,56.05
2011-01,3D HEARTS  HONEYCOMB PAPER GARLAND,47,3.36,141.49
2011-01,3D SHEET OF CAT STICKERS,51,1.39,48.24
2011-01,3D SHEET OF DOG STICKERS,46,1.49,45.67
2011-01,3D VINTAGE CHRISTMAS STICKERS ,6,2.08,10.81
2011-01,4 BLUE DINNER CANDLES SILVER FLOCK,2,2.55,5.1
2011-01,4 BURGUNDY WINE DINNER CANDLES,1,1.25,1.25
2011-01,4 IVORY DINNER CANDLES SILVER FLOCK,18,3.12,53.93
2011-01,4 LAVENDER BOTANICAL DINNER CANDLES,147,1.98,202.35
2011-01,4 LILY  BOTANICAL DINNER CANDLES,119,2.47,229.42
2011-01,4 PEAR BOTANICAL DINNER CANDLES,109,2.24,174.89
2011-01,4 PINK DINNER CANDLE SILVER FLOCK,11,3.35,32.87
2011-01,4 PINK FLOCK CHRISTMAS BALLS,8,3.34,26.74
2011-01,4 ROSE PINK DINNER CANDLES,23,2.12,38.48
2011-01,4 SKY BLUE DINNER CANDLES,12,2.47,29.62
2011-01,4 TRADITIONAL SPINNING TOPS,355,1.42,418.19
2011-01,4 VANILLA BOTANICAL CANDLES,77,2.2,132.29
2011-01,4 WILDFLOWER BOTANICAL CANDLES,106,2.15,174.99
2011-01,5 HOOK HANGER MAGIC TOADSTOOL,474,2.05,711.93
2011-01,5 HOOK HANGER RED MAGIC TOADSTOOL,521,1.9,794.61
2011-01,5 STRAND GLASS NECKLACE AMBER,2,6.23,12.46
2011-01,50CM METAL STRING WITH  7 CLIPS,12,0.85,10.2
2011-01,6 CHOCOLATE LOVE HEART T-LIGHTS,74,2.44,163.6
2011-01,6 EGG HOUSE PAINTED WOOD,25,7.95,198.75
2011-01,6 RIBBONS ELEGANT CHRISTMAS ,4,3.33,11.64
2011-01,6 RIBBONS EMPIRE  ,19,2.37,37.14
2011-01,6 RIBBONS RUSTIC CHARM,586,2.51,1044.74
2011-01,6 RIBBONS SHIMMERING PINKS ,509,0.99,331.88
2011-01,6 ROCKET BALLOONS ,127,0.77,84.95
2011-01,60 CAKE CASES DOLLY GIRL DESIGN,666,0.76,345.81
2011-01,60 CAKE CASES VINTAGE CHRISTMAS,9,1.27,11.43
2011-01,60 TEATIME FAIRY CAKE CASES,1133,0.74,588.41
2011-01,72 SWEETHEART FAIRY CAKE CASES,1385,0.7,716.9
2011-01,75 BLACK PETIT FOUR CASES,13,0.42,5.46
2011-01,75 GREEN FAIRY CAKE CASES,9,1.07,8.06
2011-01,75 GREEN PETIT FOUR CASES,12,0.63,6.7
2011-01,A4 WALL TIDY BLUE OFFICE,1,1.46,1.46
2011-01,A4 WALL TIDY RED FLOWERS,4,0.65,2.6
2011-01,ABSTRACT CIRCLE JOURNAL ,52,2.44,115.64
2011-01,ABSTRACT CIRCLES POCKET BOOK,6,0.85,5.1
2011-01,ABSTRACT CIRCLES SKETCHBOOK ,11,4.99,44.96
2011-01,ACRYLIC GEOMETRIC LAMP,17,12.62,214.42
2011-01,AFGHAN SLIPPER SOCK PAIR,40,3.45,138.0
2011-01,AGED GLASS SILVER T-LIGHT HOLDER,430,0.89,317.04
2011-01,AIRLINE BAG VINTAGE JET SET BROWN,32,4.65,141.88
2011-01,AIRLINE BAG VINTAGE JET SET RED,48,4.46,209.4
2011-01,AIRLINE BAG VINTAGE JET SET WHITE,28,4.19,117.4
2011-01,AIRLINE BAG VINTAGE TOKYO 78,79,4.45,334.23
2011-01,AIRLINE BAG VINTAGE WORLD CHAMPION ,27,4.42,117.27
2011-01,"AIRLINE LOUNGE,METAL SIGN",18,2.7,42.02
2011-01,ALARM CLOCK BAKELIKE CHOCOLATE,91,5.01,420.31
2011-01,ALARM CLOCK BAKELIKE GREEN,222,4.29,875.26
2011-01,ALARM CLOCK BAKELIKE IVORY,113,4.4,449.44
2011-01,ALARM CLOCK BAKELIKE ORANGE,117,4.44,476.27
2011-01,ALARM CLOCK BAKELIKE PINK,168,5.02,694.98
2011-01,ALARM CLOCK BAKELIKE RED ,299,4.22,1153.61
2011-01,ALPHABET HEARTS STICKER SHEET,56,0.97,49.22
2011-01,ALPHABET STENCIL CRAFT,48,1.25,60.0
2011-01,AMBER BERTIE GLASS BEAD BAG CHARM,10,1.92,18.95
2011-01,AMBER CHUNKY BEAD BRACELET W STRAP,3,9.28,27.83
2011-01,AMBER CRYSTAL DROP EARRINGS,1,2.96,2.96
2011-01,AMBER DIAMANTE EXPANDABLE RING,3,4.15,12.45
2011-01,AMBER DROP EARRINGS W LONG BEADS,3,2.92,8.76
